,categoria,marca,nombre,tipo,precio_sin_desc,descuento,precio_con_desc,valoracion,num_valoraciones,Unnamed: 0
429,Perfumes de hombre,Rasasi,Shuhrah Pour Homme,Eau de Parfum para hombre 90 ml,"47,80€",-15 %,"25,40",4.3,129,189.0
430,Perfumes de hombre,Afnan,9 PM,Eau de Parfum para hombre 100 ml,Es el precio con desc,-15 %,"41,10",Sin valoracion,Sin valoraciones,190.0
431,Perfumes de hombre,Just Jack,Tobacco Leaf,Eau de Parfum unisex,"27,49€",-15 %,"11,50",4.7,22,191.0
432,Perfumes de hombre,Lattafa,Asad,Eau de Parfum para hombre 100 ml,"60,10€",-15 %,"25,50",4.6,19,192.0
433,Perfumes de hombre,Lattafa,Badee Al Oud Oud For Glory,Eau de Parfum unisex 100 ml,"27,70€",Sin descuento,"26,00",4.4,12,193.0
434,Perfumes de hombre,Lattafa,Fakhar Lattafa Men,Eau de Parfum para hombre 100 ml,"36,70€",-15 %,"18,30",4.3,10,194.0
435,Perfumes de hombre,Bentley,For Men Intense,Eau de Parfum para hombre 100 ml,"89,00€",-15 %,"29,50",4.5,123,195.0
436,Perfumes de hombre,Lattafa,Ameer Al Oudh Intense Oud,Eau de Parfum unisex 100 ml,"33,70€",-15 %,"21,40",4.3,25,196.0
437,Perfumes de hombre,Lattafa,Qaed Al Fursan,Eau de Parfum unisex 90 ml,"28,00€",-15 %,"18,80",4.4,18,197.0
438,Perfumes de hombre,Afnan,Supremacy Not Only Intense,extracto de perfume para hombre 100 ml,Es el precio con desc,-15 %,"51,40",Sin valoracion,Sin valoraciones,198.0
439,Perfumes de hombre,Lattafa,Badee Al Oud Ametyst,Eau de Parfum para mujer 100 ml,"49,50€",-15 %,"32,00",4.2,23,199.0
440,Perfumes de hombre,Afnan,Turathi Blue Homme,Eau de Parfum para hombre 90 ml,"37,20€",-15 %,"36,00",4.6,44,200.0
441,Perfumes de hombre,Al Haramain,Amber Oud Gold Edition,Eau de Parfum unisex 60 ml,"104,22€",-15 %,"56,10",4.9,17,201.0
442,Perfumes de hombre,Al Haramain,Détour noir,Eau de Parfum para hombre 100 ml,"59,30€",-15 %,"31,70",4.4,16,202.0
443,Perfumes de hombre,Lattafa,Opulent Red,Eau de Parfum unisex 100 ml,"32,80€",-15 %,"18,60",4.7,29,203.0
444,Perfumes de hombre,Rasasi,Daarej Pour Homme,Eau de Parfum para hombre 100 ml,"34,80€",-15 %,"19,00",4.3,53,204.0
445,Perfumes de hombre,Lattafa,Sheikh Al Shuyukh Luxe Edition,Eau de Parfum unisex 100 ml,"27,30€",-15 %,"18,80",4.6,27,205.0
446,Perfumes de hombre,Rasasi,Shuhrah Pour Homme,Eau de Parfum para hombre 90 ml,"47,80€",-15 %,"25,40",4.3,129,206.0
447,Perfumes de hombre,Lattafa,Pride Ishq Al Shuyukh Gold,Eau de Parfum unisex 100 ml,Es el precio con desc,-15 %,"56,00",Sin valoracion,Sin valoraciones,207.0
448,Perfumes de hombre,Afnan,9 PM,Eau de Parfum para hombre 100 ml,Es el precio con desc,-15 %,"41,10",Sin valoracion,Sin valoraciones,208.0
449,Perfumes de hombre,Just Jack,Tobacco Leaf,Eau de Parfum unisex,"27,49€",-15 %,"11,50",4.7,22,209.0
450,Perfumes de hombre,Rasasi,Fattan Pour Homme,Eau de Parfum para hombre 50 ml,"28,40€",-15 %,"15,40",4.4,30,210.0
451,Perfumes de hombre,Lattafa,Opulent Oud,Eau de Parfum unisex 100 ml,"28,40€",-15 %,"23,60",4.7,10,211.0
452,Perfumes de hombre,Al Haramain,L'Aventure,Eau de Parfum para hombre,"21,20€",Sin descuento,"19,90",4.3,18,212.0
453,Perfumes de hombre,Lattafa,Maahir Black Edition,Eau de Parfum unisex 100 ml,"46,20€",-15 %,"27,50",4,4,213.0
454,Perfumes de hombre,Lalique,Encre Noire A L'Extreme,Eau de Parfum para hombre 100 ml,"123,00€",-15 %,"30,70",4.4,40,214.0
455,Perfumes de hombre,Lattafa,Malik Al Tayoor Concentrated,Eau de Parfum unisex 100 ml,"26,50€",-15 %,"14,90",4.2,4,215.0
456,Perfumes de hombre,Lattafa,Asad,Eau de Parfum para hombre 100 ml,"60,10€",-15 %,"25,50",4.6,19,216.0
457,Perfumes de hombre,Lattafa,Badee Al Oud Oud For Glory,Eau de Parfum unisex 100 ml,"27,70€",Sin descuento,"26,00",4.4,12,217.0
458,Perfumes de hombre,Lattafa,Fakhar Lattafa Men,Eau de Parfum para hombre 100 ml,"36,70€",-15 %,"18,30",4.3,10,218.0
459,Perfumes de hombre,Bentley,For Men Intense,Eau de Parfum para hombre 100 ml,"89,00€",-15 %,"29,50",4.5,123,219.0
460,Perfumes de hombre,Lattafa,Ameer Al Oudh Intense Oud,Eau de Parfum unisex 100 ml,"33,70€",-15 %,"21,40",4.3,25,220.0
461,Perfumes de hombre,Lattafa,Qaed Al Fursan,Eau de Parfum unisex 90 ml,"28,00€",-15 %,"18,80",4.4,18,221.0
462,Perfumes de hombre,Afnan,Supremacy Not Only Intense,extracto de perfume para hombre 100 ml,Es el precio con desc,-15 %,"51,40",Sin valoracion,Sin valoraciones,222.0
463,Perfumes de hombre,Lattafa,Badee Al Oud Ametyst,Eau de Parfum para mujer 100 ml,"49,50€",-15 %,"32,00",4.2,23,223.0
464,Perfumes de hombre,Afnan,Turathi Blue Homme,Eau de Parfum para hombre 90 ml,"37,20€",-15 %,"36,00",4.6,44,224.0
465,Perfumes de hombre,Al Haramain,Amber Oud Gold Edition,Eau de Parfum unisex 60 ml,"104,22€",-15 %,"56,10",4.9,17,225.0
466,Perfumes de hombre,Al Haramain,Détour noir,Eau de Parfum para hombre 100 ml,"59,30€",-15 %,"31,70",4.4,16,226.0
467,Perfumes de hombre,Lattafa,Opulent Red,Eau de Parfum unisex 100 ml,"32,80€",-15 %,"18,60",4.7,29,227.0
468,Perfumes de hombre,Rasasi,Daarej Pour Homme,Eau de Parfum para hombre 100 ml,"34,80€",-15 %,"19,00",4.3,53,228.0
469,Perfumes de hombre,Lattafa,Sheikh Al Shuyukh Luxe Edition,Eau de Parfum unisex 100 ml,"27,30€",-15 %,"18,80",4.6,27,229.0
470,Perfumes de hombre,Rasasi,Shuhrah Pour Homme,Eau de Parfum para hombre 90 ml,"47,80€",-15 %,"25,40",4.3,129,230.0
471,Perfumes de hombre,Lattafa,Pride Ishq Al Shuyukh Gold,Eau de Parfum unisex 100 ml,Es el precio con desc,-15 %,"56,00",Sin valoracion,Sin valoraciones,231.0
472,Perfumes de hombre,Afnan,9 PM,Eau de Parfum para hombre 100 ml,Es el precio con desc,-15 %,"41,10",Sin valoracion,Sin valoraciones,232.0
473,Perfumes de hombre,Just Jack,Tobacco Leaf,Eau de Parfum unisex,"27,49€",-15 %,"11,50",4.7,22,233.0
474,Perfumes de hombre,Rasasi,Fattan Pour Homme,Eau de Parfum para hombre 50 ml,"28,40€",-15 %,"15,40",4.4,30,234.0
475,Perfumes de hombre,Lattafa,Opulent Oud,Eau de Parfum unisex 100 ml,"28,40€",-15 %,"23,60",4.7,10,235.0
476,Perfumes de hombre,Al Haramain,L'Aventure,Eau de Parfum para hombre,"21,20€",Sin descuento,"19,90",4.3,18,236.0
477,Perfumes de hombre,Lattafa,Maahir Black Edition,Eau de Parfum unisex 100 ml,"46,20€",-15 %,"27,50",4,4,237.0
478,Perfumes de hombre,Lalique,Encre Noire A L'Extreme,Eau de Parfum para hombre 100 ml,"123,00€",-15 %,"30,70",4.4,40,238.0
479,Perfumes de hombre,Lattafa,Malik Al Tayoor Concentrated,Eau de Parfum unisex 100 ml,"26,50€",-15 %,"14,90",4.2,4,239.0
